user_id	bucket	timestamp	block reason
25369533	control	20150602172215	sockpuppetry
25371083	control	20150602172557	abuse
25369824	treatment	20150602174114	hard username
25370494	treatment	20150602184500	hard username
25372231	control	20150602192150	hard username
25372254	treatment	20150602192706	hard username
25372082	treatment	20150602193123	hard username
25372204	treatment	20150602193424	hard username
25371753	control	20150602193439	hard username
25371176	treatment	20150602193532	abuse
25351870	treatment	20150602193652	hard username
25372217	control	20150602193850	sockpuppetry
25366049	control	20150602194716	abuse
25367252	treatment	20150602195102	abuse
25367066	treatment	20150602195348	abuse
25363550	treatment	20150602200532	spam
25370147	control	20150602202518	abuse
25372703	control	20150602203417	soft username
25369129	control	20150602203447	soft username
25325912	treatment	20150602203815	abuse
25372751	control	20150602204154	soft username
25372792	treatment	20150602204325	sockpuppetry
25372868	treatment	20150602204733	hard username
25372856	treatment	20150602210236	abuse
25372831	control	20150602210403	abuse
25372568	treatment	20150602210555	abuse
25372973	control	20150602210706	hard username
25372026	treatment	20150602210716	hard username
25372896	treatment	20150602210833	spam
25373011	control	20150602210958	hard username
25368799	control	20150602211524	hard username
25373079	control	20150602212156	hard username
25372822	treatment	20150602212335	hard username
25372573	control	20150602212959	abuse
25357649	control	20150602213245	sockpuppetry
25373129	control	20150602214753	hard username
25367764	treatment	20150602214837	hard username
25372935	control	20150602215025	hard username
25352789	control	20150602215138	abuse
25373206	treatment	20150602220033	abuse
25367191	control	20150602221507	hard username
25372605	control	20150602230000	spam
25373677	control	20150602230225	abuse
25373745	control	20150602231259	abuse
25373676	treatment	20150602231819	hard username
25373654	treatment	20150602232151	soft username
25373299	control	20150602232235	hard username
25373856	treatment	20150602232903	sockpuppetry
25372808	treatment	20150602233255	abuse
25373900	treatment	20150602235026	abuse
25373891	control	20150602235052	abuse
25373709	control	20150602235318	abuse
25373912	treatment	20150602235339	abuse
25364331	control	20150602235436	policy violation
25374058	treatment	20150603000758	abuse
25371725	control	20150603001809	hard username
25371346	treatment	20150603001902	spam
25370720	treatment	20150603002015	hard username
25374264	treatment	20150603005242	hard username
25374070	treatment	20150603011609	other
25374135	control	20150603012102	abuse
25361627	control	20150603012701	hard username
25372454	treatment	20150603014835	hard username
25374689	control	20150603020658	spam
25374643	control	20150603020750	hard username
25373436	treatment	20150603022019	abuse
25374212	treatment	20150603022108	abuse
25373121	control	20150603043103	abuse
25330421	control	20150603043225	hard username
25372632	treatment	20150603044148	abuse
25369406	treatment	20150603050733	hard username
25371745	control	20150603055034	spam
25361453	control	20150603055122	spam
25373277	control	20150603055307	spam
25357889	control	20150603060620	spam
25370651	control	20150603061249	spam
25374508	treatment	20150603061712	sockpuppetry
25363491	control	20150603063559	soft username
25373893	control	20150603083844	hard username
25377503	control	20150603100448	soft username
25373481	control	20150603104846	abuse
25375287	control	20150603114012	sockpuppetry
25358452	treatment	20150603120914	spam
25378748	treatment	20150603123508	hard username
25374260	treatment	20150603124119	abuse
25379285	control	20150603133312	hard username
25379759	control	20150603143555	abuse
25350332	treatment	20150603145935	abuse
25379779	control	20150603150528	abuse
25340592	treatment	20150603150547	sockpuppetry
25379155	control	20150603150955	abuse
25380380	treatment	20150603152541	abuse
25380341	control	20150603152835	hard username
25378871	control	20150603160215	spam
25380603	control	20150603163250	hard username
25371621	control	20150603164943	soft username
25379263	control	20150603165006	hard username
25379733	control	20150603165109	hard username
25362735	control	20150603165330	hard username
25381371	control	20150603171143	abuse
25381396	treatment	20150603171426	abuse
25381418	treatment	20150603171613	abuse
25381444	treatment	20150603171841	other
25381715	control	20150603181412	abuse
25381971	control	20150603182044	abuse
25381996	treatment	20150603182331	abuse
25382094	treatment	20150603183819	abuse
25382132	treatment	20150603184119	abuse
25382151	control	20150603184345	abuse
25382166	treatment	20150603184541	abuse
25381545	control	20150603185240	hard username
25382222	treatment	20150603185255	abuse
25381159	control	20150603185343	hard username
25381024	treatment	20150603185410	hard username
25380725	control	20150603185445	hard username
25382236	treatment	20150603185552	abuse
25379732	treatment	20150603185559	hard username
25372581	control	20150603190034	hard username
25382118	treatment	20150603190113	abuse
25382138	treatment	20150603190204	hard username
25381998	treatment	20150603190242	hard username
25367982	treatment	20150603190336	hard username
25382130	treatment	20150603192159	sockpuppetry
25381252	treatment	20150603193108	abuse
25378438	treatment	20150603195301	hard username
25382336	treatment	20150603203730	hard username
25382928	treatment	20150603203754	hard username
25382157	control	20150603211454	abuse
25354478	treatment	20150603211911	abuse
25372872	treatment	20150603212115	abuse
25373571	control	20150603212750	abuse
25382399	control	20150603214150	abuse
25383176	treatment	20150603220048	hard username
25383261	control	20150603221008	abuse
25379582	treatment	20150603223823	abuse
25383862	treatment	20150603231028	abuse
25383916	treatment	20150603231405	abuse
25383934	treatment	20150603231702	abuse
25383950	treatment	20150603232237	sockpuppetry
25380559	control	20150603233246	hard username
25383805	control	20150604003735	abuse
25383797	control	20150604013140	hard username
25354429	control	20150604013546	other
25383801	control	20150604013710	hard username
25373125	control	20150604014116	spam
25367103	control	20150604014721	abuse
25334672	treatment	20150604014829	policy violation
25381013	control	20150604020030	hard username
25380086	treatment	20150604020625	spam
25382354	treatment	20150604020845	soft username
25380373	control	20150604021034	soft username
25382352	treatment	20150604021209	hard username
25384784	treatment	20150604021930	abuse
25384786	treatment	20150604022540	abuse
25384803	control	20150604024418	abuse
25382659	control	20150604025849	abuse
25381422	treatment	20150604030111	abuse
25385128	treatment	20150604033913	abuse
25385102	treatment	20150604034112	abuse
25385261	control	20150604035511	abuse
25385315	control	20150604035640	sockpuppetry
25385173	control	20150604035641	abuse
25354399	control	20150604040248	soft username
25385378	treatment	20150604041038	sockpuppetry
25385024	treatment	20150604045021	hard username
25385302	treatment	20150604045822	abuse
25385653	control	20150604054820	hard username
25345125	control	20150604055645	abuse
25385016	treatment	20150604060827	hard username
25385353	control	20150604060939	hard username
25366155	control	20150604061236	hard username
25379095	control	20150604061427	hard username
25386157	control	20150604062922	abuse
25386397	control	20150604071105	hard username
25386030	treatment	20150604071141	hard username
25386263	control	20150604071213	hard username
25386376	treatment	20150604071255	spam
25386309	control	20150604071448	hard username
25386163	control	20150604071655	hard username
25386232	treatment	20150604071721	spam
25385764	treatment	20150604072255	hard username
25381683	control	20150604074010	hard username
25386457	control	20150604074928	hard username
25386600	treatment	20150604075418	other
25385875	control	20150604090053	hard username
25386255	control	20150604095109	hard username
25326693	control	20150604095724	hard username
25384741	control	20150604095911	hard username
25356083	control	20150604095917	hard username
25386100	treatment	20150604100313	hard username
25328456	treatment	20150604101151	hard username
25387704	treatment	20150604102901	abuse
25387637	control	20150604103147	abuse
25387819	control	20150604103334	abuse
25365153	control	20150604104530	abuse
25387619	control	20150604110926	hard username
25387588	treatment	20150604111040	hard username
25388436	treatment	20150604113920	abuse
25388067	control	20150604113953	hard username
25388516	treatment	20150604114304	abuse
25388545	control	20150604115013	sockpuppetry
25388610	treatment	20150604115351	sockpuppetry
25388654	treatment	20150604115758	abuse
25388630	treatment	20150604122520	abuse
25348574	treatment	20150604122822	sockpuppetry
25388645	control	20150604130155	hard username
25389195	control	20150604131432	abuse
25365096	treatment	20150604131748	spam
25388931	control	20150604135408	spam
25389729	control	20150604140110	abuse
25389770	treatment	20150604140341	abuse
25384935	control	20150604140446	soft username
25389787	control	20150604140526	abuse
25386120	treatment	20150604140854	soft username
25389992	treatment	20150604142655	abuse
25369345	control	20150604143909	abuse
25390107	control	20150604143917	abuse
25390134	treatment	20150604144102	abuse
25368576	treatment	20150604144321	abuse
25390157	control	20150604144454	sockpuppetry
25390195	control	20150604144754	abuse
25327503	control	20150604144824	other
25390220	treatment	20150604144958	abuse
25390273	control	20150604145623	abuse
25390300	treatment	20150604145854	abuse
25390116	treatment	20150604150106	hard username
25390317	control	20150604150114	abuse
25390333	control	20150604150301	abuse
25390350	treatment	20150604150434	abuse
25390262	treatment	20150604150556	sockpuppetry
25387623	control	20150604150613	abuse
25390366	treatment	20150604150726	abuse
25390387	control	20150604150859	abuse
25390405	control	20150604151116	abuse
25390530	treatment	20150604152534	abuse
25390621	control	20150604155844	abuse
25390584	treatment	20150604160150	hard username
25385520	treatment	20150604161000	hard username
25357894	treatment	20150604161000	hard username
25371632	treatment	20150604161000	hard username
25366399	control	20150604161426	hard username
25386372	treatment	20150604162300	abuse
25390867	control	20150604162615	hard username
25385541	control	20150604175104	abuse
25382545	control	20150604183554	hard username
25391497	control	20150604184523	hard username
25390872	treatment	20150604184542	hard username
25389789	control	20150604184604	hard username
25391892	treatment	20150604184803	hard username
25391674	treatment	20150604184959	hard username
25391482	treatment	20150604185046	policy violation
25391588	treatment	20150604185718	abuse
25392309	control	20150604191635	soft username
25392321	control	20150604192151	abuse
25392347	control	20150604192219	abuse
25392311	control	20150604192250	abuse
25368454	treatment	20150604192358	abuse
25389605	control	20150604192637	abuse
25392530	treatment	20150604193311	hard username
25353336	treatment	20150604193521	abuse
25392547	control	20150604200006	abuse
25392857	control	20150604201852	abuse
25392877	control	20150604202021	abuse
25392883	control	20150604202249	abuse
25392903	control	20150604202718	abuse
25391338	treatment	20150604202927	abuse
25340680	treatment	20150604203734	abuse
25393112	treatment	20150604205501	hard username
25393116	treatment	20150604205559	abuse
25393135	control	20150604205816	abuse
25393146	treatment	20150604210056	hard username
25371339	control	20150604210427	abuse
25382560	treatment	20150604211111	abuse
25382227	control	20150604212409	abuse
25392037	control	20150604213135	hard username
25391616	treatment	20150604213322	spam
25393386	treatment	20150604214006	abuse
25392671	control	20150604214033	soft username
25393373	control	20150604214711	abuse
25391597	control	20150604221540	abuse
25393407	control	20150604223313	abuse
25393586	treatment	20150604223558	abuse
25393791	control	20150604231124	abuse
25393771	control	20150604231545	other
25389633	control	20150604233537	soft username
25393356	treatment	20150604234944	hard username
25393486	treatment	20150604235038	hard username
25393988	treatment	20150604235418	abuse
25393759	control	20150604235523	hard username
25387439	control	20150605000209	spam
25385675	control	20150605000454	hard username
25390331	control	20150605000624	spam
25391011	control	20150605000728	hard username
25393632	treatment	20150605000827	abuse
25392390	treatment	20150605001143	spam
25385212	treatment	20150605001233	sockpuppetry
25394038	treatment	20150605002116	spam
25393024	treatment	20150605002328	spam
25393454	treatment	20150605002343	hard username
25393169	control	20150605002439	spam
25393769	control	20150605004051	hard username
25378445	control	20150605005418	abuse
25393962	treatment	20150605010534	abuse
25366762	treatment	20150605010540	abuse
25390163	control	20150605011750	abuse
25391158	treatment	20150605011751	abuse
25392764	treatment	20150605011752	abuse
25392614	treatment	20150605011753	abuse
25390675	control	20150605012521	abuse
25354688	treatment	20150605014539	abuse
25363526	treatment	20150605025016	spam
25388380	treatment	20150605031124	abuse
25372476	treatment	20150605053907	spam
25260132	treatment	20150605055736	abuse
25393347	control	20150605080400	hard username
25392570	treatment	20150605081730	spam
25390649	control	20150605082449	hard username
25390284	treatment	20150605083405	spam
25388632	treatment	20150605083725	hard username
25388040	treatment	20150605084650	hard username
25386899	control	20150605085305	hard username
25389793	control	20150605112859	abuse
25386342	treatment	20150605120743	spam
25368197	control	20150605133000	sockpuppetry
25367069	control	20150605140432	hard username
25390665	control	20150605141807	spam
25382997	control	20150605144946	abuse
25387709	control	20150605145738	soft username
25392172	treatment	20150605150226	soft username
25338301	control	20150605153641	spam
25387547	control	20150605180949	abuse
25393863	control	20150605185923	abuse
25389048	treatment	20150605211655	hard username
25370141	control	20150605220435	hard username
25383776	treatment	20150605220747	hard username
25337623	control	20150606004836	hard username
25344549	control	20150606005654	spam
25390316	treatment	20150606012045	spam
25368886	treatment	20150606015801	hard username
25364730	treatment	20150606021302	abuse
25388059	control	20150606053959	abuse
25370249	control	20150606094001	policy violation
25356866	treatment	20150606103612	spam
25378436	treatment	20150606121827	hard username
25361187	control	20150606165823	hard username
25360317	control	20150606171727	abuse
25346510	treatment	20150606191910	policy violation
25344997	control	20150606195356	hard username
25344992	treatment	20150607033937	abuse
25354513	control	20150607055823	abuse
25392021	control	20150607071309	spam
25326213	control	20150607092943	abuse
25366947	control	20150607110233	hard username
25363646	treatment	20150607112408	hard username
25383953	control	20150607140022	abuse
25345490	treatment	20150607144257	policy violation
25354361	control	20150607212952	hard username
25370055	control	20150607221755	abuse
25374910	treatment	20150608025838	abuse
25336986	treatment	20150608044723	abuse
25365437	control	20150608071455	hard username
25378747	control	20150608103419	spam
25364685	control	20150608120624	hard username
25389433	control	20150608153040	abuse
25369289	control	20150608164823	abuse
25361104	treatment	20150608170835	soft username
25383003	control	20150608181029	policy violation
25369245	control	20150608190925	abuse
25383003	control	20150608191924	abuse
25333573	control	20150609023327	abuse
25333927	control	20150609040101	abuse
25386340	treatment	20150609050554	abuse
25387827	control	20150609052855	abuse
25386028	treatment	20150609054114	abuse
25391135	control	20150609060800	spam
25392322	treatment	20150609062244	spam
25388393	control	20150609062425	spam
25387768	treatment	20150609062439	spam
25386432	treatment	20150609062632	spam
25386303	control	20150609062758	spam
25347012	treatment	20150609153358	hard username
25366445	control	20150609193136	hard username
25338287	control	20150609194901	spam
25392036	treatment	20150609225900	sockpuppetry
25371894	treatment	20150610000618	hard username
25391310	treatment	20150610001945	hard username
25371775	control	20150610002058	hard username
25386026	treatment	20150610021036	hard username
25255201	control	20150610034149	abuse
25393785	control	20150610103043	abuse
25356982	treatment	20150610111816	hard username
25383003	control	20150610123958	abuse
25258090	treatment	20150610212524	hard username
25333567	control	20150610212838	hard username
25333564	treatment	20150610212838	hard username
25333610	treatment	20150610212839	hard username
25333596	treatment	20150610212839	hard username
25333583	control	20150610212839	hard username
25381703	control	20150610234226	hard username
25374484	treatment	20150610234226	hard username
25344109	control	20150610234226	hard username
25326119	control	20150610234226	hard username
25256032	treatment	20150610234226	hard username
25381079	control	20150611032846	abuse
25326254	treatment	20150611065611	abuse
25369018	treatment	20150611123652	abuse
25347091	control	20150611133835	abuse
25393527	control	20150611221746	abuse
25359383	control	20150612010727	abuse
25393431	control	20150612022303	abuse
25345756	treatment	20150612022922	hard username
25359265	control	20150612023355	hard username
25365773	control	20150612040110	abuse
25347128	treatment	20150612050327	abuse
25391543	control	20150612101004	abuse
25259663	control	20150613014816	abuse
25363137	control	20150613023220	abuse
25370098	treatment	20150613023220	abuse
25362794	treatment	20150613023220	abuse
25369864	treatment	20150613095910	abuse
25261394	treatment	20150613154030	abuse
25329025	control	20150613220934	hard username
25357905	control	20150613221718	abuse
25389297	control	20150613221750	abuse
25387565	control	20150613221827	abuse
25358800	treatment	20150613221858	abuse
25358103	control	20150613221931	abuse
25388164	treatment	20150613222015	abuse
25357716	treatment	20150613222154	abuse
25357549	control	20150613222230	abuse
25257917	control	20150613222440	abuse
25356922	treatment	20150613222553	abuse
25357380	treatment	20150613222631	abuse
25357829	control	20150613222706	abuse
25367894	treatment	20150613222737	abuse
25367818	treatment	20150613222810	abuse
25367754	treatment	20150613222841	abuse
25367638	treatment	20150613222912	abuse
25259902	treatment	20150613223021	abuse
25332218	treatment	20150613223503	abuse
25326816	treatment	20150613223531	abuse
25366348	treatment	20150613224146	abuse
25365841	control	20150613224222	abuse
25355994	treatment	20150613224325	abuse
25355836	treatment	20150613224406	abuse
25355718	treatment	20150613224439	abuse
25371397	control	20150613224739	abuse
25371191	control	20150613224811	abuse
25393949	control	20150614013740	hard username
25374386	treatment	20150614013741	hard username
25368866	treatment	20150614052157	hard username
25368312	treatment	20150614052157	hard username
25367996	treatment	20150614052158	hard username
25367311	control	20150614052158	hard username
25367204	treatment	20150614052158	hard username
25360689	control	20150614052159	hard username
25358523	control	20150614052159	hard username
25341479	control	20150614052159	hard username
25339597	control	20150614052159	hard username
25330139	control	20150614052200	hard username
25330055	control	20150614052200	hard username
25329844	treatment	20150614052200	hard username
25329210	treatment	20150614052200	hard username
25329083	control	20150614052201	hard username
25329007	control	20150614052201	hard username
25328833	control	20150614052201	hard username
25328650	treatment	20150614052202	hard username
25328583	control	20150614052202	hard username
25327060	treatment	20150614052202	hard username
25327009	control	20150614052202	hard username
25260664	treatment	20150614052206	hard username
25260192	treatment	20150614052206	hard username
25259582	treatment	20150614052206	hard username
25259189	control	20150614052207	hard username
25387955	control	20150614054741	hard username
25387763	control	20150614054742	hard username
25386498	treatment	20150614054742	hard username
25386168	treatment	20150614054742	hard username
25377755	control	20150614054742	hard username
25339145	control	20150614060451	hard username
25338770	treatment	20150614060451	hard username
25338174	treatment	20150614060451	hard username
25337859	control	20150614060451	hard username
25337021	control	20150614060452	hard username
25336549	control	20150614060452	hard username
25336233	control	20150614060452	hard username
25258944	treatment	20150614062028	hard username
25334859	control	20150614082533	abuse
25349124	treatment	20150614111846	sockpuppetry
25343231	control	20150614153841	policy violation
25372363	control	20150614160725	abuse
25383944	treatment	20150614165411	hard username
25367337	control	20150615020706	abuse
25378245	control	20150615112429	abuse
25361130	treatment	20150615180739	abuse
25368341	control	20150615180846	abuse
25252274	treatment	20150615180900	abuse
25391299	control	20150615191728	hard username
25369411	control	20150615211855	abuse
25326366	treatment	20150615214238	abuse
25261307	control	20150615230823	sockpuppetry
25339448	treatment	20150616054413	hard username
25354877	control	20150616130119	hard username
25389615	control	20150616165543	hard username
25393431	control	20150616220938	abuse
25371999	control	20150616232248	hard username
25372363	control	20150617015139	abuse
25379608	treatment	20150617124935	abuse
25327573	control	20150617134951	sockpuppetry
25342912	treatment	20150618075818	abuse
25392811	control	20150618102216	hard username
25258595	control	20150618151550	hard username
25387445	control	20150618161234	abuse
25341472	treatment	20150618180615	hard username
25335547	control	20150618180615	hard username
25335212	treatment	20150618180615	hard username
25333099	control	20150618180615	hard username
25326303	control	20150618192703	hard username
25353841	control	20150618192707	hard username
25355238	treatment	20150618192710	hard username
25255813	control	20150618215349	policy violation
25391627	control	20150618223701	hard username
25391656	treatment	20150618223701	hard username
25391646	treatment	20150618223824	hard username
25391637	control	20150618223824	hard username
25370176	treatment	20150619100752	abuse
25377770	treatment	20150619113216	hard username
25325142	treatment	20150619120208	abuse
25393663	control	20150619120210	abuse
25371576	treatment	20150619120220	abuse
25336088	treatment	20150619123505	hard username
25381699	control	20150619175307	sockpuppetry
25381447	control	20150619194823	hard username
25340106	treatment	20150619211001	hard username
25385908	treatment	20150620014620	hard username
25389120	treatment	20150620024010	abuse
25258684	treatment	20150620101113	hard username
25251911	control	20150620133606	soft username
25379880	treatment	20150620182641	abuse
25325306	treatment	20150621170511	abuse
25356711	control	20150622053422	abuse
25362181	control	20150622201816	hard username
25351512	treatment	20150623220452	sockpuppetry
25346745	control	20150623233302	spam
25352640	treatment	20150624173334	abuse
25333880	treatment	20150625083505	sockpuppetry
25378696	treatment	20150625132604	hard username
25360843	control	20150625220817	hard username
25352968	treatment	20150627090058	abuse
25380702	treatment	20150627181348	hard username
25256052	treatment	20150627183340	hard username
25253785	control	20150627183340	hard username
25325098	treatment	20150628033824	spam
25328467	control	20150628131459	soft username
25329738	treatment	20150629032838	spam
25330300	treatment	20150629033425	spam
25383701	control	20150629095914	hard username
25373649	control	20150629095914	hard username
25346148	treatment	20150629095915	hard username
25333500	treatment	20150629130840	soft username
25334374	treatment	20150629131614	spam
25336541	control	20150629132802	spam
25339820	treatment	20150629133436	spam
25342867	control	20150629135120	spam
25356566	treatment	20150629160016	abuse
25344983	control	20150630012540	spam
25252452	treatment	20150630014012	abuse
25337417	control	20150630103353	other
25380077	control	20150630153157	hard username
25354836	treatment	20150701020602	spam
25355106	treatment	20150701021259	spam
25356412	treatment	20150701130705	spam
25356916	treatment	20150701131510	spam
25357566	treatment	20150701132500	spam
25357577	control	20150701133608	spam
25357739	control	20150701133714	spam
25358084	treatment	20150701133842	spam
25358829	control	20150701134243	spam
25359146	treatment	20150701134624	spam
25359489	control	20150701134729	spam
25370535	control	20150702142843	spam
25360577	control	20150702143344	soft username
25360507	control	20150702143847	soft username
25360964	treatment	20150702144023	soft username
25361950	treatment	20150702144630	hard username
25362850	treatment	20150702145313	soft username
25357694	treatment	20150702151242	spam
25367385	control	20150702151731	spam
25379621	control	20150702164512	sockpuppetry
25252877	control	20150702182356	sockpuppetry
25382558	treatment	20150703011115	hard username
25386138	treatment	20150704042918	spam
25325732	treatment	20150704064153	spam
25390000	treatment	20150704141929	spam
25390822	treatment	20150704171649	soft username
25382694	treatment	20150705140224	spam
25378618	treatment	20150705141353	spam
25367158	treatment	20150706000654	hard username
25356708	treatment	20150706133454	other
25257841	control	20150706180256	sockpuppetry
25372618	treatment	20150706193611	hard username
25364675	control	20150707041121	hard username
25359400	treatment	20150707042108	hard username
25347418	treatment	20150707042448	hard username
25362623	control	20150707065916	abuse
25392150	treatment	20150707142520	spam
25252452	treatment	20150707171311	other
25392406	treatment	20150709192141	hard username
25344795	control	20150709205622	policy violation
25362677	control	20150710195142	hard username
25349157	control	20150711003533	hard username
25358488	treatment	20150712101201	hard username
25358574	treatment	20150714144552	hard username
25328301	control	20150715011021	policy violation
25334245	control	20150716181116	abuse
25260059	control	20150718230714	hard username
25382587	control	20150721220950	hard username
25374893	control	20150722064949	hard username
25346235	control	20150722160350	abuse
25390127	control	20150722193826	spam
25390243	control	20150722214249	abuse
25361812	treatment	20150723064408	soft username
25378354	treatment	20150723071628	soft username
25371683	control	20150724050056	soft username
25365239	control	20150724200520	hard username
25328155	control	20150725065648	spam
25328428	treatment	20150726005934	hard username
25357413	control	20150726010139	hard username
25345490	treatment	20150727165636	policy violation
25876380	treatment	20150728163606	sockpuppetry
25877401	control	20150728173459	abuse
25876641	control	20150728175106	hard username
25877701	control	20150728185702	spam
25879100	treatment	20150728222259	hard username
25878561	control	20150729004226	soft username
25356909	control	20150729044143	abuse
25880001	control	20150729061535	soft username
25880840	treatment	20150729065220	spam
25881820	treatment	20150729112439	spam
25883380	treatment	20150729122903	abuse
25885081	control	20150729163007	hard username
25885360	treatment	20150729165444	spam
25885680	treatment	20150729195346	sockpuppetry
25886501	control	20150729195802	abuse
25879121	control	20150729202916	hard username
25886841	control	20150729210851	abuse
25888580	treatment	20150730040833	hard username
25889120	treatment	20150730051030	spam
25888681	control	20150730093531	spam
25357617	control	20150730112325	abuse
25891161	control	20150730113310	hard username
25891141	control	20150730143206	hard username
25890941	control	20150730150533	hard username
25891640	treatment	20150730155025	spam
25880281	control	20150730193559	abuse
25893020	treatment	20150730200007	sockpuppetry
25887121	control	20150730205527	hard username
25890900	treatment	20150730222922	spam
25880220	treatment	20150730230650	hard username
25895681	control	20150731013411	abuse
25896241	control	20150731025841	abuse
25896841	control	20150731052414	sockpuppetry
25897360	treatment	20150731063917	hard username
25897741	control	20150731080241	abuse
25897341	control	20150731090711	abuse
25882741	control	20150731105347	spam
25896820	treatment	20150731115724	hard username
25897381	control	20150731115903	hard username
25899140	treatment	20150731152706	abuse
25897500	treatment	20150731153249	soft username
25899021	control	20150731154652	hard username
25337298	treatment	20150731162201	spam
25900320	treatment	20150731163454	spam
25901001	control	20150731181709	abuse
25902100	treatment	20150731192902	abuse
25901801	control	20150731193611	sockpuppetry
25902880	treatment	20150731222744	abuse
25902781	control	20150731223902	abuse
25902041	control	20150801002819	abuse
25904301	control	20150801062329	spam
25904980	treatment	20150801064812	hard username
25897740	treatment	20150801105504	spam
25901381	control	20150801150005	hard username
25905500	treatment	20150801173847	spam
25904021	control	20150801175620	spam
25888040	treatment	20150801175810	hard username
25908801	control	20150801192959	spam
25910200	treatment	20150802032809	spam
25910761	control	20150802035801	abuse
25903161	control	20150802044721	hard username
25909620	treatment	20150802063606	spam
25911901	control	20150802093305	spam
25909400	treatment	20150802134630	policy violation
25904981	control	20150802134830	abuse
25912260	treatment	20150802174555	hard username
25327883	control	20150802175202	hard username
25915121	control	20150802204158	hard username
25903801	control	20150802222803	hard username
25917840	treatment	20150803035203	abuse
25907420	treatment	20150803053758	abuse
25918421	control	20150803055011	hard username
25918520	treatment	20150803063433	abuse
25918680	treatment	20150803064400	spam
25918701	control	20150803094101	spam
25920540	treatment	20150803131000	hard username
25921381	control	20150803145140	hard username
25922180	treatment	20150803165412	spam
25920781	control	20150803182236	hard username
25921781	control	20150803182253	hard username
25922880	treatment	20150803184218	spam
25923041	control	20150803185819	abuse
25923500	treatment	20150803200113	abuse
25923481	control	20150803200809	abuse
25924121	control	20150803215430	spam
25918780	treatment	20150803220128	abuse
25372370	treatment	20150803223621	abuse
25924140	treatment	20150803230210	abuse
25924180	treatment	20150803231516	hard username
25924861	control	20150804004713	soft username
25925921	control	20150804050552	spam
25926021	control	20150804071100	hard username
25926500	treatment	20150804071254	hard username
25927021	control	20150804082319	abuse
25925601	control	20150804112542	spam
25907880	treatment	20150804142310	hard username
25918721	control	20150804150043	abuse
25929751	control	20150804151743	abuse
25929850	treatment	20150804152908	abuse
25928721	control	20150804153502	abuse
25929911	control	20150804153919	sockpuppetry
25929931	control	20150804154500	abuse
25890220	treatment	20150804155217	spam
25930091	control	20150804161248	abuse
25928260	treatment	20150804162816	soft username
25928020	treatment	20150804165740	hard username
25930451	control	20150804170323	other
25930400	treatment	20150804171036	abuse
25930410	treatment	20150804174642	soft username
25929810	treatment	20150804180352	sockpuppetry
25931031	control	20150804190733	abuse
25926421	control	20150804191106	spam
25931551	control	20150804200956	hard username
25931541	control	20150804201304	abuse
25899140	treatment	20150804202853	abuse
25930381	control	20150804234850	policy violation
25932380	treatment	20150805005720	abuse
25932721	control	20150805030157	hard username
25933600	treatment	20150805041956	hard username
25931451	control	20150805045002	hard username
25934091	control	20150805053509	spam
25933911	control	20150805054240	hard username
25935131	control	20150805085416	abuse
25935620	treatment	20150805095410	abuse
25935481	control	20150805100114	hard username
25935681	control	20150805100732	sockpuppetry
25935231	control	20150805103905	spam
25935971	control	20150805111628	abuse
25934600	treatment	20150805123551	abuse
25934590	treatment	20150805124046	sockpuppetry
25388870	treatment	20150805124642	hard username
25936650	treatment	20150805131643	hard username
25936701	control	20150805155311	abuse
25878641	control	20150805155910	hard username
25937451	control	20150805162031	hard username
25938330	treatment	20150805172430	soft username
25939541	control	20150805195330	abuse
25940281	control	20150805223639	abuse
25929040	treatment	20150806003829	hard username
25934061	control	20150806004742	spam
25941290	treatment	20150806021218	abuse
25939300	treatment	20150806043002	hard username
25917381	control	20150806045824	hard username
25939681	control	20150806045937	hard username
25939011	control	20150806053629	hard username
25942621	control	20150806074402	abuse
25936781	control	20150806112212	abuse
25935210	treatment	20150806121524	hard username
25942800	treatment	20150806121635	spam
25944561	control	20150806125500	sockpuppetry
25255290	treatment	20150806141000	abuse
25944770	treatment	20150806144854	soft username
25940230	treatment	20150806145912	soft username
25945031	control	20150806161252	soft username
25935810	treatment	20150806161803	spam
25941821	control	20150806171907	spam
25944631	control	20150806174444	spam
25940661	control	20150806174609	spam
25946341	control	20150806182205	hard username
25947190	treatment	20150806192957	sockpuppetry
25947210	treatment	20150806195703	spam
25947691	control	20150806211431	hard username
25258893	control	20150806220003	hard username
25947901	control	20150806220424	spam
25948250	treatment	20150806230709	abuse
25948541	control	20150807001314	abuse
25948520	treatment	20150807002735	hard username
25926780	treatment	20150807003218	hard username
25948011	control	20150807005541	abuse
25948431	control	20150807024222	sockpuppetry
25948871	control	20150807025403	hard username
25948761	control	20150807030352	abuse
25946901	control	20150807030956	spam
25943750	treatment	20150807062613	hard username
25950041	control	20150807074733	hard username
25950571	control	20150807094312	soft username
25950750	treatment	20150807103328	hard username
25950791	control	20150807103602	hard username
25950730	treatment	20150807112728	hard username
25931030	treatment	20150807120006	hard username
25947971	control	20150807123451	hard username
25950760	treatment	20150807132122	sockpuppetry
25950771	control	20150807132147	sockpuppetry
25952310	treatment	20150807145602	spam
25952950	treatment	20150807162514	abuse
25953300	treatment	20150807171033	abuse
25948861	control	20150807183557	abuse
25953801	control	20150807190734	spam
25945351	control	20150807210947	hard username
25953821	control	20150807211049	hard username
25954331	control	20150807211544	abuse
25954250	treatment	20150807212413	hard username
25953051	control	20150807213030	soft username
