user_id	user_registration	reverted_content_revisions
25252389	20150521162105	0
25252391	20150521162109	0
25252392	20150521162111	0
25252393	20150521162114	0
25252394	20150521162130	0
25252395	20150521162130	0
25252396	20150521162133	0
25252397	20150521162148	0
25252400	20150521162155	0
25252401	20150521162157	0
25252402	20150521162205	0
25252403	20150521162212	0
25252404	20150521162222	0
25252406	20150521162231	0
25252407	20150521162232	0
25252409	20150521162242	1
25252410	20150521162245	0
25252412	20150521162248	0
25252411	20150521162249	2
25252414	20150521162254	0
25252413	20150521162254	0
25252416	20150521162259	0
25252417	20150521162302	0
25252419	20150521162305	0
25252420	20150521162305	0
25252421	20150521162318	4
25252422	20150521162326	0
25252424	20150521162335	0
25252426	20150521162346	0
25252427	20150521162347	0
25252428	20150521162349	0
25252430	20150521162359	0
25252432	20150521162407	0
25252433	20150521162453	0
25252434	20150521162502	0
25252435	20150521162508	0
25252437	20150521162518	0
25252439	20150521162528	0
25252440	20150521162530	0
25252442	20150521162541	0
25252444	20150521162547	0
25252445	20150521162600	0
25252446	20150521162606	0
25252447	20150521162610	0
25252448	20150521162617	0
25252452	20150521162639	5
25252453	20150521162658	0
25252456	20150521162722	0
25252457	20150521162722	0
25252458	20150521162725	0
25252459	20150521162809	0
25252460	20150521162814	0
25252461	20150521162815	0
25252462	20150521162820	0
25252463	20150521162823	0
25252464	20150521162826	0
25252465	20150521162835	0
25252466	20150521162837	0
25252467	20150521162849	0
25252470	20150521162856	0
25252471	20150521162911	0
25252473	20150521162918	0
25252474	20150521162921	1
25252475	20150521162926	0
25252476	20150521162931	2
25252479	20150521162959	0
25252482	20150521163021	0
25252483	20150521163033	0
25252484	20150521163034	0
25252485	20150521163041	0
25252486	20150521163051	0
25252487	20150521163055	0
25252489	20150521163109	0
25252490	20150521163121	0
25252492	20150521163155	0
25252496	20150521163207	1
25252497	20150521163211	0
25252499	20150521163223	0
25252501	20150521163235	0
25252502	20150521163243	0
25252503	20150521163245	0
25252505	20150521163307	0
25252506	20150521163309	0
25252508	20150521163317	0
25252509	20150521163334	0
25252511	20150521163410	0
25252512	20150521163426	2
25252513	20150521163445	0
25252518	20150521163542	0
25252519	20150521163546	0
25252520	20150521163547	0
25252522	20150521163612	0
25252527	20150521163638	0
25252528	20150521163640	0
25252529	20150521163641	0
25252531	20150521163718	0
25252533	20150521163721	0
25252534	20150521163740	0
25252539	20150521163824	0
25252540	20150521163828	0
25252542	20150521163840	0
25252543	20150521163842	0
25252545	20150521163845	0
25252548	20150521163855	0
25252550	20150521163903	0
25252551	20150521163906	8
25252553	20150521163928	0
25252554	20150521163932	0
25252555	20150521163949	0
25252557	20150521164001	0
25252559	20150521164014	0
25252560	20150521164022	0
25252561	20150521164034	0
25252563	20150521164059	0
25252564	20150521164105	0
25252565	20150521164108	0
25252567	20150521164131	2
25252569	20150521164151	0
25252570	20150521164203	0
25252573	20150521164227	0
25252574	20150521164229	0
25252576	20150521164235	0
25252577	20150521164239	0
25252578	20150521164255	0
25252579	20150521164314	0
25252580	20150521164319	0
25252581	20150521164324	0
25252582	20150521164332	1
25252583	20150521164334	1
25252584	20150521164335	0
25252585	20150521164400	0
25252587	20150521164417	0
25252588	20150521164417	1
25252590	20150521164423	0
25252589	20150521164424	9
25252591	20150521164425	0
25252593	20150521164435	0
25252596	20150521164517	0
25252598	20150521164519	0
25252599	20150521164520	0
25252600	20150521164537	0
25252601	20150521164541	0
25252603	20150521164551	0
25252604	20150521164552	0
25252606	20150521164557	0
25252608	20150521164604	0
25252615	20150521164645	0
25252616	20150521164654	0
25252618	20150521164711	0
25252621	20150521164721	0
25252622	20150521164739	0
25252623	20150521164745	1
25252624	20150521164746	0
25252625	20150521164750	0
25252626	20150521164752	1
25252627	20150521164837	0
25252629	20150521164908	0
25252630	20150521164930	0
25252631	20150521164938	0
25252632	20150521164941	0
25252633	20150521164948	0
25252635	20150521164950	0
25252634	20150521164951	0
25252636	20150521164951	0
25252637	20150521164955	0
25252640	20150521165013	0
25252641	20150521165016	0
25252642	20150521165022	0
25252650	20150521165116	0
25252653	20150521165146	0
25252656	20150521165220	0
25252657	20150521165229	0
25252658	20150521165239	0
25252659	20150521165240	0
25252662	20150521165316	0
25252665	20150521165328	0
25252666	20150521165349	0
25252668	20150521165357	0
25252669	20150521165412	2
25252670	20150521165416	2
25252671	20150521165420	0
25252672	20150521165427	1
25252674	20150521165504	0
25252676	20150521165508	1
25252677	20150521165515	0
25252681	20150521165548	0
25252682	20150521165555	0
25252684	20150521165558	0
25252685	20150521165603	0
25252686	20150521165614	0
25252688	20150521165633	0
25252689	20150521165636	0
25252691	20150521165639	0
25252690	20150521165640	0
25252694	20150521165654	0
25252696	20150521165701	0
25252698	20150521165721	0
25252702	20150521165828	0
25252703	20150521165844	0
25252705	20150521165852	0
25252709	20150521165917	0
25252710	20150521165921	0
25252711	20150521165930	0
25252712	20150521165932	0
25252713	20150521165944	0
25252716	20150521165946	0
25252717	20150521170000	0
25252718	20150521170001	0
25252719	20150521170008	0
25252720	20150521170014	0
25252721	20150521170033	0
25252724	20150521170102	0
25252728	20150521170124	0
25252731	20150521170138	0
25252730	20150521170139	0
25252732	20150521170139	2
25252733	20150521170140	4
25252734	20150521170201	0
25252735	20150521170205	0
25252736	20150521170222	0
25252738	20150521170228	0
25252739	20150521170231	0
25252741	20150521170238	0
25252740	20150521170238	0
25252742	20150521170247	0
25252743	20150521170259	0
25252744	20150521170302	0
25252745	20150521170309	0
25252749	20150521170329	0
25252751	20150521170335	0
25252752	20150521170339	5
25252753	20150521170346	0
25252754	20150521170348	1
25252755	20150521170350	0
25252756	20150521170352	0
25252759	20150521170413	0
25252761	20150521170418	0
25252762	20150521170420	0
25252764	20150521170421	0
25252763	20150521170422	0
25252766	20150521170441	0
25252768	20150521170500	1
25252769	20150521170503	0
25252770	20150521170507	0
25252771	20150521170509	0
25252772	20150521170517	0
25252776	20150521170534	0
25252777	20150521170542	3
25252778	20150521170547	0
25252779	20150521170548	0
25252780	20150521170549	0
25252781	20150521170550	0
25252783	20150521170610	0
25252784	20150521170624	0
25252786	20150521170643	0
25252787	20150521170643	0
25252789	20150521170644	0
25252792	20150521170658	0
25252793	20150521170705	0
25252794	20150521170711	1
25252795	20150521170714	0
25252799	20150521170722	0
25252800	20150521170725	0
25252801	20150521170732	0
25252802	20150521170735	0
25252803	20150521170736	0
25252804	20150521170741	0
25252805	20150521170751	0
25252806	20150521170807	0
25252807	20150521170817	0
25252808	20150521170830	0
25252812	20150521170906	0
25252814	20150521170908	0
25252815	20150521170932	0
25252816	20150521170938	0
25252821	20150521170958	0
25252823	20150521171024	0
25252824	20150521171029	0
25252825	20150521171043	0
25252826	20150521171044	0
25252830	20150521171108	0
25252831	20150521171121	4
25252832	20150521171122	0
25252834	20150521171142	0
25252835	20150521171142	6
25252836	20150521171143	0
25252837	20150521171145	0
25252838	20150521171150	0
25252839	20150521171151	0
25252842	20150521171208	0
25252843	20150521171210	0
25252845	20150521171251	0
25252846	20150521171255	0
25252848	20150521171326	2
25252849	20150521171327	0
25252860	20150521171356	0
25252859	20150521171356	0
25252862	20150521171404	0
25252863	20150521171416	0
25252865	20150521171422	0
25252866	20150521171433	0
25252867	20150521171451	0
25252869	20150521171506	0
25252873	20150521171515	0
25252874	20150521171528	0
25252877	20150521171535	1
25252879	20150521171600	2
25252882	20150521171606	1
25252887	20150521171705	1
25252888	20150521171719	0
25252890	20150521171732	0
25252891	20150521171732	0
25252892	20150521171734	0
25252893	20150521171734	0
25252894	20150521171735	0
25252895	20150521171752	0
25252896	20150521171811	0
25252897	20150521171817	0
25252900	20150521171844	0
25252901	20150521171845	0
25252904	20150521171858	0
25252905	20150521171859	0
25252906	20150521171901	0
25252907	20150521171911	0
25252908	20150521171913	0
25252909	20150521171914	0
25252910	20150521171916	0
25252911	20150521171930	0
25252912	20150521171939	0
25252914	20150521171953	0
25252915	20150521171956	0
25252916	20150521172009	0
25252917	20150521172026	0
25252918	20150521172028	0
25252919	20150521172031	0
25252921	20150521172039	0
25252924	20150521172053	0
25252926	20150521172109	0
25252927	20150521172114	4
25252928	20150521172116	0
25252929	20150521172118	0
25252930	20150521172120	0
25252933	20150521172130	0
25252935	20150521172131	0
25252936	20150521172136	0
25252937	20150521172146	2
25252938	20150521172147	0
25252939	20150521172154	2
25252940	20150521172209	0
25252942	20150521172224	0
25252944	20150521172234	0
25252945	20150521172242	0
25252946	20150521172252	0
25252949	20150521172312	0
25252952	20150521172324	0
25252953	20150521172326	0
25252954	20150521172339	0
25252955	20150521172352	0
25252957	20150521172402	0
25252960	20150521172440	0
25252961	20150521172447	0
25252962	20150521172504	0
25252964	20150521172507	0
25252965	20150521172516	0
25252967	20150521172524	0
25252968	20150521172529	0
25252971	20150521172543	0
25252972	20150521172549	1
25252974	20150521172625	0
25252975	20150521172635	0
25252976	20150521172659	0
25252978	20150521172711	0
25252979	20150521172715	0
25252980	20150521172721	0
25252981	20150521172723	0
25252982	20150521172729	0
25252983	20150521172732	0
25252984	20150521172733	0
25252987	20150521172755	0
25252988	20150521172813	0
25252989	20150521172826	0
25252990	20150521172830	0
25252991	20150521172833	2
25252994	20150521172924	0
25252995	20150521172931	0
25252996	20150521172934	0
25252998	20150521172946	0
25252999	20150521172958	0
25253001	20150521173006	0
25253002	20150521173008	0
25253003	20150521173015	0
25253005	20150521173022	0
25253006	20150521173036	0
25253007	20150521173047	5
25253008	20150521173050	0
25253009	20150521173052	0
25253010	20150521173107	0
25253011	20150521173109	0
25253012	20150521173112	0
25253014	20150521173127	0
25253015	20150521173129	0
25253017	20150521173133	0
25253019	20150521173145	1
25253020	20150521173157	0
25253022	20150521173210	3
25253023	20150521173211	0
25253024	20150521173217	0
25253025	20150521173220	0
25253026	20150521173240	0
25253027	20150521173241	0
25253028	20150521173242	0
25253029	20150521173257	0
25253030	20150521173311	0
25253032	20150521173318	0
25253033	20150521173325	0
25253034	20150521173331	3
25253035	20150521173332	0
25253036	20150521173337	0
25253039	20150521173340	0
25253041	20150521173345	0
25253042	20150521173351	0
25253044	20150521173353	0
25253045	20150521173357	0
25253046	20150521173358	0
25253047	20150521173413	0
25253048	20150521173420	1
25253050	20150521173433	0
25253051	20150521173443	1
25253053	20150521173501	0
25253054	20150521173523	0
25253057	20150521173548	1
25253058	20150521173550	0
25253060	20150521173557	0
25253061	20150521173559	0
25253063	20150521173602	0
25253064	20150521173604	0
25253065	20150521173606	0
25253066	20150521173609	0
25253068	20150521173623	1
25253069	20150521173631	0
25253070	20150521173636	0
25253071	20150521173648	0
25253073	20150521173703	0
25253074	20150521173705	0
25253075	20150521173725	0
25253076	20150521173740	0
25253077	20150521173743	0
25253079	20150521173754	0
25253081	20150521173758	0
25253082	20150521173805	0
25253083	20150521173829	0
25253085	20150521173836	0
25253086	20150521173838	0
25253087	20150521173843	0
25253089	20150521173857	0
25253090	20150521173859	0
25253092	20150521173909	0
25253095	20150521173921	0
25253098	20150521173937	0
25253099	20150521173945	0
25253100	20150521173947	0
25253102	20150521173953	0
25253107	20150521174101	0
25253108	20150521174103	0
25253109	20150521174107	0
25253111	20150521174109	0
25253117	20150521174201	0
25253118	20150521174206	0
25253119	20150521174210	0
25253120	20150521174220	0
25253121	20150521174222	1
25253123	20150521174240	0
25253124	20150521174257	0
25253125	20150521174301	0
25253126	20150521174304	0
25253127	20150521174307	0
25253128	20150521174317	0
25253129	20150521174324	0
25253130	20150521174328	0
25253131	20150521174329	0
25253132	20150521174348	0
25253135	20150521174425	0
25253134	20150521174426	0
25253136	20150521174428	0
25253138	20150521174440	2
25253141	20150521174455	0
25253142	20150521174506	0
25253143	20150521174508	0
25253144	20150521174515	0
25253145	20150521174519	0
25253147	20150521174537	0
25253148	20150521174538	0
25253152	20150521174600	3
25253155	20150521174606	0
25253157	20150521174610	0
25253159	20150521174641	0
25253161	20150521174707	0
25253164	20150521174726	0
25253165	20150521174733	0
25253166	20150521174734	0
25253168	20150521174745	0
25253170	20150521174752	0
25253169	20150521174752	0
25253171	20150521174800	0
25253172	20150521174801	0
25253173	20150521174803	0
25253175	20150521174823	0
25253176	20150521174827	0
25253178	20150521174851	0
25253179	20150521174855	0
25253180	20150521174907	0
25253181	20150521174908	1
25253184	20150521174911	0
25253186	20150521174938	0
25253188	20150521174948	0
25253189	20150521174949	0
25253190	20150521175002	0
25253191	20150521175012	0
25253195	20150521175047	0
25253194	20150521175047	0
25253196	20150521175049	0
25253198	20150521175100	0
25253199	20150521175104	0
25253200	20150521175106	0
25253201	20150521175106	0
25253202	20150521175115	0
25253203	20150521175126	0
25253205	20150521175141	0
25253207	20150521175156	0
25253208	20150521175200	1
25253209	20150521175202	0
25253210	20150521175204	1
25253213	20150521175219	0
25253214	20150521175219	0
25253216	20150521175227	0
25253218	20150521175239	0
25253219	20150521175300	0
25253220	20150521175301	0
25253222	20150521175314	0
25253224	20150521175320	0
25253225	20150521175324	0
25253226	20150521175324	0
25253228	20150521175333	0
25253229	20150521175335	0
25253230	20150521175341	0
25253231	20150521175352	0
25253232	20150521175356	0
25253235	20150521175412	2
25253236	20150521175412	0
25253237	20150521175428	0
25253238	20150521175440	0
25253239	20150521175443	16
25253241	20150521175446	0
25253243	20150521175456	0
25253244	20150521175520	0
25253245	20150521175542	0
25253247	20150521175601	0
25253249	20150521175606	0
25253252	20150521175620	2
25253254	20150521175625	0
25253256	20150521175641	0
25253257	20150521175644	0
25253262	20150521175727	0
25253265	20150521175755	0
25253267	20150521175817	0
25253269	20150521175819	0
25253271	20150521175838	0
25253274	20150521175858	0
25253275	20150521175900	0
25253276	20150521175904	0
25253277	20150521175920	0
25253278	20150521175925	0
25253281	20150521175936	0
25253283	20150521175949	0
25253285	20150521180017	0
25253286	20150521180018	0
25253287	20150521180035	0
25253288	20150521180041	0
25253289	20150521180048	3
25253291	20150521180050	0
25253294	20150521180132	0
25253296	20150521180144	1
25253295	20150521180145	0
25253297	20150521180148	0
25253298	20150521180156	0
25253299	20150521180200	0
25253300	20150521180204	0
25253301	20150521180215	0
25253302	20150521180220	0
25253303	20150521180221	0
25253304	20150521180222	0
25253305	20150521180224	0
25253306	20150521180229	6
25253307	20150521180230	0
25253308	20150521180231	0
25253310	20150521180234	0
25253313	20150521180320	0
25253315	20150521180325	0
25253317	20150521180339	0
25253318	20150521180354	0
25253319	20150521180435	0
25253322	20150521180457	0
25253323	20150521180507	0
25253326	20150521180532	0
25253329	20150521180548	0
25253330	20150521180631	0
25253331	20150521180634	0
25253332	20150521180639	0
25253333	20150521180647	1
25253335	20150521180705	0
25253336	20150521180709	4
25253337	20150521180721	0
25253339	20150521180727	0
25253340	20150521180731	0
25253342	20150521180804	0
25253343	20150521180806	0
25253344	20150521180808	0
25253347	20150521180816	0
25253348	20150521180818	0
25253349	20150521180822	0
25253353	20150521180845	0
25253354	20150521180846	0
25253356	20150521180849	0
25253360	20150521180909	0
25253361	20150521180916	0
25253364	20150521181005	0
25253366	20150521181006	0
25253368	20150521181012	0
25253369	20150521181017	0
25253370	20150521181032	0
25253372	20150521181038	0
25253375	20150521181052	0
25253377	20150521181135	0
25253378	20150521181142	0
25253380	20150521181157	0
25253383	20150521181210	0
25253385	20150521181223	4
25253388	20150521181246	0
25253389	20150521181247	1
25253390	20150521181248	0
25253391	20150521181257	0
25253395	20150521181346	0
25253396	20150521181350	1
25253398	20150521181407	0
25253400	20150521181425	0
25253401	20150521181426	1
25253403	20150521181430	0
25253404	20150521181436	0
25253405	20150521181455	0
25253406	20150521181512	0
25253407	20150521181520	0
25253408	20150521181548	0
25253409	20150521181550	0
25253410	20150521181552	0
25253411	20150521181600	1
25253412	20150521181613	0
25253413	20150521181618	0
25253414	20150521181619	1
25253415	20150521181619	0
25253416	20150521181620	0
25253417	20150521181622	0
25253421	20150521181648	0
25253424	20150521181731	0
25253425	20150521181733	0
25253426	20150521181734	0
25253428	20150521181803	0
25253429	20150521181808	0
25253432	20150521181833	0
25253433	20150521181836	1
25253434	20150521181841	0
25253435	20150521181858	0
25253436	20150521181901	0
25253437	20150521181918	0
25253438	20150521181924	0
25253439	20150521181929	0
25253440	20150521181933	0
25253441	20150521181940	0
25253443	20150521182019	0
25253445	20150521182021	0
25253446	20150521182025	0
25253447	20150521182033	0
25253448	20150521182038	0
25253449	20150521182104	0
25253450	20150521182104	0
25253451	20150521182121	3
25253452	20150521182122	0
25253454	20150521182127	0
25253455	20150521182139	0
25253456	20150521182141	0
25253457	20150521182156	0
25253458	20150521182158	0
25253459	20150521182204	0
25253461	20150521182212	1
25253462	20150521182221	0
25253464	20150521182232	0
25253465	20150521182243	0
25253466	20150521182247	0
25253469	20150521182316	0
25253470	20150521182324	0
25253472	20150521182334	0
25253473	20150521182344	0
25253475	20150521182427	0
25253476	20150521182430	0
25253478	20150521182443	1
25253479	20150521182452	0
25253480	20150521182454	0
25253481	20150521182454	0
25253482	20150521182459	0
25253483	20150521182506	0
