rev_id	namespace
663474945	3
663474957	3
663474973	3
663474980	3
663475037	3
663475072	3
663475096	3
663475103	0
663475111	3
663475125	3
663475135	3
663475149	3
663475165	3
663475184	3
663475198	3
663475213	3
663475223	3
663475234	3
663475275	0
663475277	3
663475296	3
663475320	3
663475334	3
663475342	3
663475360	3
663475373	3
663475381	3
663475389	118
663475391	3
663475405	3
663475422	3
663475425	0
663475436	3
663475462	3
663475475	3
663475484	3
663475499	3
663475516	0
663475553	0
663475560	3
663475562	0
663475574	3
663475587	3
663475596	3
663475604	3
663475613	0
663475622	3
663475627	0
663475630	118
663475634	3
663475646	0
663475649	3
663475666	3
663475678	3
663475707	0
663475705	0
663475704	3
663475720	0
663475728	3
663475742	3
663475751	0
663475757	3
663475767	5
663475769	3
663475789	3
663475806	3
663475827	3
663475828	0
663475838	3
663475853	3
663475860	3
663475867	3
663475880	3
663475896	0
663475909	3
663475925	1
663475942	0
663475974	3
663475984	0
663475993	3
663476006	3
663476035	0
663476062	3
663476072	3
663476092	0
663476094	0
663476100	3
663476111	3
663476117	3
663476132	3
663476143	3
663476162	3
663476173	3
663476190	3
663476249	3
663476287	0
663476326	0
663476327	0
663476384	0
663476404	0
663476504	0
663476512	0
663476679	0
663476841	0
663476869	0
663476944	0
663476971	0
663477041	0
663477083	0
663477099	0
663477125	0
663477153	3
663477195	0
663477251	0
663477254	0
663477374	0
663477383	0
663477433	0
663477462	0
663477478	0
663477487	0
663477518	0
663477560	0
663477597	2
663477811	0
663477962	0
663477971	0
663478041	0
663478063	0
663478153	0
663478204	0
663478290	0
663478438	0
663478463	0
663478533	0
663478576	0
663478628	118
663478709	0
663478721	0
663478760	0
663478812	0
663478845	0
663478857	0
663478904	0
663478922	0
663478932	0
663479003	118
663479100	0
663479118	0
663479135	0
663479148	0
663479191	0
663479216	0
663479257	0
663479266	0
663479329	0
663479477	0
663479486	0
663479497	0
663479521	0
663479522	0
663479565	0
663479612	0
663479745	2
663479773	0
663479811	0
663479832	0
663479834	0
663479875	0
663479904	2
663479948	0
663479999	3
663480023	0
663480092	0
663480101	0
663480156	0
663480158	0
663480289	2
663480329	0
663480356	2
663480395	118
663480418	4
663480432	2
663480441	1
663480492	0
663480503	118
663480516	0
663480522	3
663480525	0
663480541	0
663480551	3
663480570	3
663480594	3
663480605	3
663480620	3
663480628	3
663480642	3
663480641	3
663480651	3
663480659	0
663480657	3
663480665	3
663480668	3
663480678	3
663480688	3
663480740	3
663480747	3
663480755	3
663480759	3
663480765	3
663480768	0
663480776	3
663480783	3
663480789	3
663480822	0
663480904	4
663480923	3
663480933	3
663480947	3
663480955	3
663480959	3
663480961	3
663480968	3
663480991	0
663481088	0
663481182	0
663481196	0
663481323	0
663481374	0
663481412	0
663481486	0
663481584	0
663481623	0
663481695	2
663481725	0
663481724	2
663481731	0
663481797	0
663481825	2
663481893	2
663481907	0
663482008	0
663482017	0
663482150	0
663482176	0
663482197	0
663482239	0
663482282	0
663482328	0
663482456	0
663482506	0
663482514	0
663482575	0
663482643	0
663482663	2
663482719	0
663482752	0
663482785	0
663482925	0
663482927	0
663482952	2
663483013	3
663483216	0
663483623	2
663483626	0
663483751	0
663483781	0
663483847	0
663483936	0
663484021	0
663484061	0
663484163	0
663484267	0
663484336	0
663484352	2
663484388	3
663484632	0
663484634	0
663484651	0
663484752	0
663484946	0
663485006	0
663485095	0
663485219	0
663485314	0
663485352	0
663485464	0
663485471	0
663485513	0
663485601	0
663485648	1
663485658	2
663485720	2
663485731	0
663485769	0
663485917	2
663486025	0
663486100	0
663486126	0
663486277	1
663486281	0
663486287	2
663486327	0
663486334	0
663486364	0
663486414	0
663486475	2
663486576	0
663486588	0
663486644	3
663486699	0
663486727	0
663486739	0
663486801	0
663486937	0
663486981	0
663487014	3
663487059	0
663487190	0
663487197	1
663487201	2
663487445	0
663487771	0
663487821	0
663487850	3
663487847	0
663487883	3
663487916	3
663487977	0
663487985	0
663488120	3
663488212	0
663488458	0
663488486	2
663488565	0
663488678	0
663488742	0
663488765	0
663488901	0
663488914	3
663489007	118
663489012	2
663489054	1
663489105	118
663489147	118
663489278	0
663489287	0
663489492	0
663489526	0
663489612	0
663489643	0
663489778	2
663489970	2
663489971	0
663490020	0
663490032	2
663490033	3
663490058	0
663490074	0
663490199	0
663490223	0
663490222	2
663490226	1
663490311	NULL
663490353	0
663490367	0
663490484	1
663490599	1
663490682	0
663490910	0
663490938	2
663491059	0
663491111	0
663491285	0
663491331	0
663491354	0
663491472	0
663491559	0
663491613	0
663491647	0
663491694	0
663491728	0
663491794	0
663491873	0
663491875	0
663491905	0
663491911	0
663491946	0
663491952	0
663491961	0
663492006	0
663492059	0
663492083	0
663492100	0
663492108	0
663492174	2
663492227	0
663492261	0
663492321	2
663492582	0
663492634	0
663492808	0
663492860	0
663492875	0
663492993	1
663492999	0
663493032	0
663493069	0
663493108	0
663493230	0
663493246	0
663493275	0
663493385	0
663493394	0
663493433	0
663493440	0
663493534	0
663493557	0
663493588	0
663493690	0
663493693	0
663493722	0
663493737	4
663493744	0
663493747	4
663493855	4
663493878	2
663493879	4
663493934	0
663494002	4
663494018	0
663494034	0
663494091	0
663494307	0
663494366	2
663494420	0
663494447	0
663494501	0
663494518	0
663494617	2
663494633	0
663494712	0
663494728	2
663494763	0
663494777	0
663494800	0
663494827	0
663494832	0
663494879	0
663494940	0
663494963	1
663495153	0
663495193	0
663495283	0
663495300	0
663495385	2
663495451	0
663495454	0
663495551	0
663495638	2
663495672	0
663495825	0
663495867	0
663495919	0
663496016	0
663496099	0
663496164	0
663496258	0
663496282	0
663496316	2
663496338	0
663496382	0
663496432	0
663496452	2
663496460	0
663496480	2
663496505	2
663496538	2
663496572	2
663496640	0
663496778	0
663496923	0
663496946	0
663496998	0
663497013	0
663497018	0
663497138	0
663497221	0
663497317	0
663497359	0
663497394	2
663497459	0
663497509	0
663497549	2
663497609	0
663497624	0
663497661	0
663497740	0
663498023	0
663498032	0
663498198	0
663498265	2
663498399	0
663498453	0
663498505	2
663498587	2
663498595	0
663498637	0
663498655	3
663498696	0
663498719	0
663498734	0
663498739	0
663498741	0
663498803	0
663498824	2
663498832	0
663498904	0
663498946	0
663498963	0
663498971	0
663498999	0
663499005	0
663499019	2
663499042	0
663499085	0
663499102	0
663499119	0
663499123	0
663499182	0
663499205	0
663499233	0
663499240	0
663499253	0
663499329	0
663499350	0
663499380	0
663499408	0
663499411	0
663499427	0
663499430	0
663499519	2
663499551	0
663499553	0
663499627	0
663499817	0
663499977	0
663500031	0
663500034	0
663500095	10
663500175	0
663500184	0
663500186	0
663500285	0
663500298	0
663500318	0
663500349	0
663500405	0
663500420	0
663500440	0
663500487	0
663500500	0
663500568	0
663500581	0
663500591	0
663500606	0
663500657	0
663500667	0
663500956	0
663500957	3
663501002	3
663501054	0
663501061	3
663501102	3
663501150	3
663501175	2
663501189	3
663501215	0
663501232	0
663501236	3
663501270	0
663501277	3
663501279	0
663501290	0
663501310	3
663501330	0
663501342	3
663501392	3
663501403	0
663501417	3
663501442	3
663501452	0
663501467	2
663501590	0
663501600	0
663501674	0
663501678	3
663501738	0
663501856	0
663501879	0
663501978	0
663502020	0
663502083	0
663502155	0
663502158	0
663502210	0
663502242	0
663502290	0
663502291	4
663502310	0
663502328	5
663502332	0
663502501	0
663502538	0
663502577	0
663502641	2
663502659	0
663502732	0
663502731	2
663502761	0
663502762	0
663502833	0
663502846	0
663502979	0
663503046	4
663503050	0
663503236	0
663503498	0
663503541	0
663503596	0
663503639	0
663503708	0
663503765	3
663503771	0
663503852	0
663503872	0
663503885	0
663503892	0
663503939	0
663503953	0
663503990	0
663504077	0
663504093	0
663504113	0
663504145	0
663504148	0
663504174	0
663504222	2
663504245	0
663504248	0
663504257	NULL
663504368	0
663504400	0
663504405	0
663504515	0
663504591	0
663504792	0
663504860	0
663504937	0
663505056	0
663505064	0
663505077	0
663505205	2
663505249	0
663505287	0
663505351	0
663505391	3
663505436	0
663505449	0
663505533	2
663505672	0
663505731	0
663505785	0
663505881	0
663505896	0
663505898	1
663505900	2
663505917	3
663505943	3
663505951	0
663505952	0
663505956	0
663506005	3
663506022	3
663506059	3
663506073	0
663506087	3
663506114	3
663506165	3
663506195	0
663506272	3
663506317	0
663506324	3
663506392	0
663506400	0
663506567	3
663506623	0
663506640	0
663506751	3
663506877	3
663506947	2
663506984	0
663506986	3
663506990	2
663507010	0
663507060	3
663507102	2
663507169	0
663507278	3
663507348	2
663507356	2
663507379	2
663507398	0
663507460	0
663507476	0
663507584	0
663507625	0
663507633	0
663507642	0
663507697	3
663507764	3
663507814	3
663507937	0
663508089	2
663508119	0
663508196	0
663508294	2
663508434	2
663508445	0
663508467	0
663508514	0
663508518	2
663508604	0
663508612	0
663508651	0
663508685	0
663508872	0
663508873	0
663508911	0
663508986	0
663509111	0
663509125	1
663509263	0
663509376	0
663509379	2
663509401	0
663509557	0
663509614	2
663509642	0
663509678	4
663509689	0
663509732	0
663509792	2
663509816	0
663509842	2
663509885	0
663509887	2
663509962	0
663509965	0
663510071	0
663510098	0
663510137	0
663510146	0
663510198	0
663510213	0
663510261	0
663510271	0
663510309	0
663510342	0
663510365	0
663510495	0
663510598	0
663510597	0
663510702	0
663510715	2
663510802	2
663510829	0
663510878	2
663510993	0
663511048	0
663511210	3
663511229	2
663511272	2
663511298	0
663511367	0
663511396	3
663511454	0
663511556	0
663511588	4
663511672	0
663511735	0
663511754	3
663511785	0
663511865	0
663511872	2
663511905	0
663511936	2
663511960	4
663512117	4
663512136	1
663512150	4
663512161	2
663512169	0
663512404	0
663512725	2
663512782	2
663512863	2
663512981	2
663512985	0
663513016	0
663513062	0
663513103	0
663513115	2
663513253	2
663513261	2
663513265	2
663513273	0
663513303	0
663513335	2
663513351	0
663513376	0
663513387	3
663513386	0
663513419	0
663513447	0
663513463	3
663513594	0
663513691	0
663513710	3
663513728	0
663513766	0
663513781	0
663513788	0
663513792	2
663513817	3
663513856	2
663513871	0
663513908	0
663513932	3
663513965	0
663513997	2
663514017	0
663514069	0
663514094	0
663514115	2
663514140	0
663514163	0
663514224	0
663514403	0
663514415	0
663514455	0
663514500	2
663514592	0
663514619	0
663514623	0
663514634	0
663514678	2
663514751	0
663514786	2
663514798	0
663514804	0
663514908	0
663515126	0
663515156	0
663515174	0
663515216	0
663515270	0
663515328	0
663515332	2
663515514	0
663515661	0
663515692	10
663515739	0
663515816	0
663515849	0
663516019	0
663516031	0
663516063	2
663516102	0
663516123	10
663516141	0
663516176	0
663516206	0
663516310	0
663516413	2
663516484	0
663516514	2
663516568	0
663516639	0
663516744	0
663516865	0
663516884	0
663516887	2
663516905	3
663516910	0
663516953	0
663516963	0
663516969	0
663517045	0
663517118	0
663517119	0
663517167	0
663517203	2
663517266	0
663517270	0
663517290	0
663517288	0
663517332	2
663517355	0
663517442	0
663517444	0
663517449	1
663517488	0
663517499	0
663517541	3
663517590	0
663517647	0
663517667	2
663517720	1
663517852	0
663517892	0
663517895	0
663517979	0
663517989	0
663518099	0
663518104	0
663518127	0
663518159	0
663518186	0
663518271	0
663518311	0
663518317	0
663518453	0
663518566	0
663518571	0
663518673	0
663518701	0
663518760	0
663518770	0
663518801	0
663518846	0
663518972	0
663519100	0
663519254	0
663519300	0
663519320	0
663519357	0
663519369	0
663519506	0
663519544	0
663519584	0
663519617	0
663519715	0
663519724	0
663519788	0
663519830	2
663519967	1
663519990	0
663520044	0
663520078	0
663520151	0
663520235	0
663520345	0
663520406	0
663520424	0
663520437	0
663520445	0
663520449	2
663520471	0
663520497	0
663520561	0
663520610	2
663520627	2
663520826	0
663520844	0
663520857	0
663521072	0
663521172	2
663521177	0
663521521	0
663521574	0
663521578	0
663521593	0
663521668	0
663521688	0
663521753	0
663521764	0
663521806	2
663521851	2
663521891	2
663521912	2
663521915	0
663521930	0
663521942	0
663521945	2
663521986	2
663521987	2
663522001	0
663522009	1
663522054	0
663522070	0
663522103	0
663522174	2
663522246	3
663522250	3
663522327	0
663522377	0
663522379	0
663522383	0
663522471	2
663522488	0
663522505	0
663522618	0
663522678	0
663522688	2
663522711	0
663522722	0
663522753	0
663522773	0
663522797	0
663522831	0
663522886	0
663522892	0
663522967	0
663523059	0
663523064	0
663523090	3
663523188	0
663523216	2
663523228	0
663523233	5
663523273	0
663523289	5
663523326	0
663523336	0
663523345	0
663523351	NULL
663523352	2
663523364	0
663523367	2
663523376	0
663523377	3
663523417	2
663523442	5
663523450	2
663523545	0
663523550	NULL
663523646	0
663523651	0
663523672	5
663523705	0
663523733	0
663523740	0
663523846	0
663523875	0
663523945	2
663524029	2
663524096	0
663524097	2
663524102	0
663524100	3
663524123	0
663524187	2
663524216	0
